sample_id,method,trial_index,trial_class,trial_index_value,changed_from_baseline,abs_index_change
boundary_humidity_2026-07-16T10:55:00+03:00,WEIGHTED_MEAN,18,Favorable,12.444029850746269,False,2.1812984065968983
boundary_humidity_2026-07-16T10:55:00+03:00,WEIGHTED_MEAN,19,Favorable,22.651696319882117,False,8.02636806253895
boundary_humidity_2026-07-16T10:55:00+03:00,WEIGHTED_MEAN,20,Favorable,20.830440452978916,False,6.205112195635749
boundary_humidity_2026-07-16T10:55:00+03:00,WEIGHTED_MEAN,21,Favorable,12.63605508200764,False,1.9892731753355264
boundary_humidity_2026-07-16T10:55:00+03:00,WEIGHTED_MEAN,22,Favorable,24.608485132306267,False,9.9831568749631
boundary_humidity_2026-07-16T10:55:00+03:00,WEIGHTED_MEAN,23,Favorable,18.305260876774284,False,3.679932619431117
boundary_humidity_2026-07-16T10:55:00+03:00,WEIGHTED_MEAN,24,Favorable,12.444029850746269,False,2.1812984065968983
boundary_humidity_2026-07-16T10:55:00+03:00,WEIGHTED_MEAN,25,Favorable,14.671968539781181,False,0.046640282438014324
boundary_humidity_2026-07-16T10:55:00+03:00,WEIGHTED_MEAN,26,Favorable,12.444029850746269,False,2.1812984065968983
boundary_humidity_2026-07-16T10:55:00+03:00,WEIGHTED_MEAN,27,Favorable,24.972014925373134,False,10.346686668029967
boundary_humidity_2026-07-16T10:55:00+03:00,WEIGHTED_MEAN,28,Favorable,24.393003405367015,False,9.767675148023848
boundary_humidity_2026-07-16T10:55:00+03:00,WEIGHTED_MEAN,29,Favorable,19.04318431643166,False,4.417856059088493
boundary_humidity_2026-07-16T11:05:00+03:00,CRISP_CLASS_MAX,0,Favorable,12.5,False,0.0
boundary_humidity_2026-07-16T11:05:00+03:00,CRISP_CLASS_MAX,1,Favorable,12.5,False,0.0
boundary_humidity_2026-07-16T11:05:00+03:00,CRISP_CLASS_MAX,2,Favorable,12.5,False,0.0
boundary_humidity_2026-07-16T11:05:00+03:00,CRISP_CLASS_MAX,3,Acceptable,37.5,True,25.0
boundary_humidity_2026-07-16T11:05:00+03:00,CRISP_CLASS_MAX,4,Acceptable,37.5,True,25.0
boundary_humidity_2026-07-16T11:05:00+03:00,CRISP_CLASS_MAX,5,Favorable,12.5,False,0.0
boundary_humidity_2026-07-16T11:05:00+03:00,CRISP_CLASS_MAX,6,Favorable,12.5,False,0.0
boundary_humidity_2026-07-16T11:05:00+03:00,CRISP_CLASS_MAX,7,Acceptable,37.5,True,25.0
boundary_humidity_2026-07-16T11:05:00+03:00,CRISP_CLASS_MAX,8,Favorable,12.5,False,0.0
boundary_humidity_2026-07-16T11:05:00+03:00,CRISP_CLASS_MAX,9,Favorable,12.5,False,0.0
boundary_humidity_2026-07-16T11:05:00+03:00,CRISP_CLASS_MAX,10,Acceptable,37.5,True,25.0
boundary_humidity_2026-07-16T11:05:00+03:00,CRISP_CLASS_MAX,11,Favorable,12.5,False,0.0
boundary_humidity_2026-07-16T11:05:00+03:00,CRISP_CLASS_MAX,12,Favorable,12.5,False,0.0
boundary_humidity_2026-07-16T11:05:00+03:00,CRISP_CLASS_MAX,13,Acceptable,37.5,True,25.0
boundary_humidity_2026-07-16T11:05:00+03:00,CRISP_CLASS_MAX,14,Acceptable,37.5,True,25.0
boundary_humidity_2026-07-16T11:05:00+03:00,CRISP_CLASS_MAX,15,Favorable,12.5,False,0.0
