sample_id,method,selection_reason,boundary_channel,original_class,n_samples,n_trials_total,n_class_changes,class_change_rate,class_change_rate_ci95_low,class_change_rate_ci95_high,mean_abs_index_change,median_abs_index_change,p95_abs_index_change,max_abs_index_change,n_comparable_for_direction,n_moved_better,n_moved_worse,prob_moved_better,prob_moved_worse,prob_moved_better_ci95_low,prob_moved_better_ci95_high,prob_moved_worse_ci95_low,prob_moved_worse_ci95_high
boundary_temperature_2026-07-24T09:05:00+03:00,PROPOSED-HFIS,boundary_adjacent,temperature,Critical,1,30,14,0.4666666666666667,0.30232127224128236,0.6385798671847496,8.584562588493812,10.391786798982238,12.553048338554348,12.553048338554348,30,14,0,0.4666666666666667,0.0,0.30232127224128236,0.6385798671847496,0.0,0.113517091390478
boundary_temperature_2026-07-24T09:05:00+03:00,WEIGHTED-MEAN,boundary_adjacent,temperature,Acceptable,1,30,0,0.0,0.0,0.113517091390478,2.8615208628312705,3.4639289329940794,4.1843494461847826,4.1843494461847826,30,0,0,0.0,0.0,0.0,0.113517091390478,0.0,0.113517091390478
boundary_temperature_2026-07-24T09:20:00+03:00,CRISP-MAX,boundary_adjacent,temperature,Degraded,1,30,18,0.6,0.42320052498273836,0.7540960567391659,10.103919278254356,12.105934644826576,12.950035504427149,12.950035504427149,30,0,18,0.0,0.6,0.0,0.113517091390478,0.42320052498273836,0.7540960567391659
boundary_temperature_2026-07-24T09:20:00+03:00,PROPOSED-HFIS,boundary_adjacent,temperature,Degraded,1,30,18,0.6,0.42320052498273836,0.7540960567391659,10.103919278254356,12.105934644826576,12.950035504427149,12.950035504427149,30,0,18,0.0,0.6,0.0,0.113517091390478,0.42320052498273836,0.7540960567391659
boundary_temperature_2026-07-24T09:20:00+03:00,WEIGHTED-MEAN,boundary_adjacent,temperature,Acceptable,1,30,0,0.0,0.0,0.113517091390478,3.3679730927514515,4.035311548275526,4.316678501475714,4.316678501475714,30,0,0,0.0,0.0,0.0,0.113517091390478,0.0,0.113517091390478
boundary_temperature_2026-07-26T08:55:00+03:00,CRISP-MAX,boundary_adjacent,temperature,Acceptable,1,30,3,0.1,0.03459925995971615,0.25621441315266624,10.550139915603092,11.298695776494089,20.204963492610354,24.030807556266964,30,3,0,0.1,0.0,0.03459925995971615,0.25621441315266624,0.0,0.113517091390478
boundary_temperature_2026-07-26T08:55:00+03:00,PROPOSED-HFIS,boundary_adjacent,temperature,Acceptable,1,30,3,0.1,0.03459925995971615,0.25621441315266624,10.550139915603092,11.298695776494089,20.204963492610354,24.030807556266964,30,3,0,0.1,0.0,0.03459925995971615,0.25621441315266624,0.0,0.113517091390478
boundary_temperature_2026-07-26T08:55:00+03:00,WEIGHTED-MEAN,boundary_adjacent,temperature,Favorable,1,30,0,0.0,0.0,0.113517091390478,3.5167133052010295,3.766231925498028,6.734987830870117,8.01026918542232,30,0,0,0.0,0.0,0.0,0.113517091390478,0.0,0.113517091390478
boundary_temperature_2026-07-27T10:25:00+03:00,CRISP-MAX,boundary_adjacent,temperature,Acceptable,1,30,17,0.5666666666666667,0.3919700954540873,0.7262276256938489,10.52214077754603,12.45210576434928,15.818333600258496,20.31047575427684,30,17,0,0.5666666666666667,0.0,0.3919700954540873,0.7262276256938489,0.0,0.113517091390478
boundary_temperature_2026-07-27T10:25:00+03:00,PROPOSED-HFIS,boundary_adjacent,temperature,Acceptable,1,30,17,0.5666666666666667,0.3919700954540873,0.7262276256938489,10.52214077754603,12.45210576434928,15.818333600258496,20.31047575427684,30,17,0,0.5666666666666667,0.0,0.3919700954540873,0.7262276256938489,0.0,0.113517091390478
boundary_temperature_2026-07-27T10:25:00+03:00,WEIGHTED-MEAN,boundary_adjacent,temperature,Favorable,1,30,0,0.0,0.0,0.113517091390478,3.5073802591820082,4.150701921449757,5.27277786675283,6.770158584758946,30,0,0,0.0,0.0,0.0,0.113517091390478,0.0,0.113517091390478
boundary_temperature_2026-07-28T05:10:00+03:00,CRISP-MAX,boundary_adjacent,temperature,Acceptable,1,30,3,0.1,0.03459925995971615,0.25621441315266624,5.498778459315832,4.413505403950438,13.87463524186669,18.232230307956947,30,3,0,0.1,0.0,0.03459925995971615,0.25621441315266624,0.0,0.113517091390478
boundary_temperature_2026-07-28T05:10:00+03:00,PROPOSED-HFIS,boundary_adjacent,temperature,Acceptable,1,30,3,0.1,0.03459925995971615,0.25621441315266624,5.498778459315832,4.413505403950438,13.87463524186669,18.232230307956947,30,3,0,0.1,0.0,0.03459925995971615,0.25621441315266624,0.0,0.113517091390478
boundary_temperature_2026-07-28T05:10:00+03:00,WEIGHTED-MEAN,boundary_adjacent,temperature,Favorable,1,30,6,0.2,0.09504978102401235,0.37306047381027446,2.749389229657916,2.206752701975219,6.937317620933345,9.116115153978473,30,0,6,0.0,0.2,0.0,0.113517091390478,0.09504978102401235,0.37306047381027446
boundary_temperature_2026-07-28T09:10:00+03:00,CRISP-MAX,boundary_adjacent,temperature,Acceptable,1,30,11,0.36666666666666664,0.21873702204017678,0.5448675356639506,9.474795015669395,7.599035318987038,20.172215036574087,24.125437239992575,30,11,0,0.36666666666666664,0.0,0.21873702204017678,0.5448675356639506,0.0,0.113517091390478
boundary_temperature_2026-07-28T09:10:00+03:00,PROPOSED-HFIS,boundary_adjacent,temperature,Acceptable,1,30,11,0.36666666666666664,0.21873702204017678,0.5448675356639506,9.474795015669395,7.599035318987038,20.172215036574087,24.125437239992575,30,11,0,0.36666666666666664,0.0,0.21873702204017678,0.5448675356639506,0.0,0.113517091390478
boundary_temperature_2026-07-28T09:10:00+03:00,WEIGHTED-MEAN,boundary_adjacent,temperature,Favorable,1,30,9,0.3,0.16664562643958933,0.4787612101166018,4.737397507834695,3.7995176594935174,10.086107518287042,12.062718619996286,30,0,9,0.0,0.3,0.0,0.113517091390478,0.16664562643958933,0.4787612101166018
boundary_temperature_2026-07-29T06:30:00+03:00,CRISP-MAX,boundary_adjacent,temperature,Acceptable,1,30,15,0.5,0.33153851227173764,0.6684614877282624,11.185577861093208,12.785397794153198,24.15861240153794,24.70686577840427,30,15,0,0.5,0.0,0.33153851227173764,0.6684614877282624,0.0,0.113517091390478
boundary_temperature_2026-07-29T06:30:00+03:00,PROPOSED-HFIS,boundary_adjacent,temperature,Acceptable,1,30,15,0.5,0.33153851227173764,0.6684614877282624,11.269997762828787,12.785397794153198,24.15861240153794,24.70686577840427,30,15,0,0.5,0.0,0.33153851227173764,0.6684614877282624,0.0,0.113517091390478
boundary_temperature_2026-07-29T06:30:00+03:00,WEIGHTED-MEAN,boundary_adjacent,temperature,Favorable,1,30,4,0.13333333333333333,0.05309569424218104,0.2968168394441695,4.139577567267356,4.261799264717734,9.724544916217008,10.784518952564461,30,0,4,0.0,0.13333333333333333,0.0,0.113517091390478,0.05309569424218104,0.2968168394441695
